,1e-05,5e-05,0.0001,0.0005,0.001,0.005,0.01,0.05,0.1,0.5,1,5
-20,-254849.0933152419,-285019.6060470782,-291165.6870947264,-271908.491720597,-252400.79390758145,-357846.579694652,-334183.60899098165,-167667.61245034722,-166813.4689244476,100000.0,100000.0,100000.0
-15,-266215.042571325,-286949.21601358935,-297360.52450072585,-259935.4389772295,-243807.01796824086,-348163.8852044039,-367857.8537642403,-1219953.6015683005,-575448.6541107437,100000.0,100000.0,100000.0
-10,-283943.1953316473,-293834.38769582636,-307614.3464798808,-246330.85189157535,-233394.10599048168,-621395.7351556739,-832220.8499671442,-1198017.0282029258,-347162.1278504121,100000.0,100000.0,100000.0
-5,-302623.49488836795,-289900.53009187075,-268030.6968691307,-373029.1913078658,-367525.6479263049,-1249952.5615282184,-1188992.0862995435,-761903.5225298472,-347161.2394008947,100000.0,100000.0,100000.0
-1,-261064.86497721646,-398117.0815847231,-368353.16628960357,-605857.6762549663,-707040.5609906153,-2416302.3429362755,-1231397.7407527703,-854022.5668522133,-347154.01039956673,100000.0,100000.0,100000.0
0,-351039.91864304163,-385023.9240302632,-368735.82863678073,-548575.6706802895,-756301.1196688991,-1167874.7066713967,-1199273.9037923717,-771127.0412002086,-347120.67972468986,100000.0,100000.0,100000.0
1,-297620.730101594,-322435.7381596934,-343163.0148218461,-520170.9230155609,-643268.9512730639,-1270307.8280478923,-1243810.5159103323,-488754.71322089527,-346724.0204256587,100000.0,100000.0,100000.0
5,-288740.62453451485,-277049.8315047378,-270291.9443614031,-335927.1496843834,-337316.9174970605,-734652.6205760399,-468355.3809488168,-366370.96298072115,-347161.0866713636,100000.0,100000.0,100000.0
10,-264821.0255106384,-276325.56068883376,-272410.6343493026,-267402.4757997776,-270238.7135714982,-344496.96504840156,-561460.1551819996,-366055.0884708566,-347161.66282287426,100000.0,100000.0,100000.0
15,-245343.4077067947,-277520.25221600337,-274336.8282548004,-266012.440954644,-268873.7109610688,-328551.11419221037,-318173.4342887142,-365710.54191316577,-347158.05377868575,100000.0,100000.0,100000.0
20,-277581.73443702486,-277955.2467876505,-275562.2050586618,-266716.760244402,-280173.7900231523,-266672.7324601734,-322822.7827757411,-365339.2710891327,-347164.55201284896,100000.0,100000.0,100000.0
