cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3
1.4004003640165947,5.080760414383897,0.40040039451163906,0.0,0.7601194761020779,0.0,-0.9999999980964753,0.0,-0.32064096128456115,0.0
