cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3
1.4004003965670497,3.79979979677998,0.40040040091241924,0.0,-0.20020019994764168,0.0,-0.9999999996999632,0.0,0.0,0.0
