,Time,normal_Eucli_d
0,1.911111111,0.004994610825227927
1,1.922222222,0.00358385905925578
2,1.933333333,0.004392492957080151
3,1.944444444,0.005874328206656368
4,1.955555556,0.005466890886566617
5,1.966666667,0.006242820870787683
6,1.977777778,0.00736676030136573
7,1.988888889,0.007735259894407381
8,2.0,0.008512636761991987
9,2.011111111,0.010968076567156494
10,2.022222222,0.012848778142459756
11,2.033333333,0.013671863220712952
12,2.044444444,0.01410432823128793
13,2.055555556,0.016195621191445318
14,2.066666667,0.016777410054258535
15,2.077777778,0.017367068749579374
16,2.088888889,0.01810702257320635
17,2.2,0.01800976014091673
18,2.211111111,0.017798858940292123
19,2.222222222,0.017820156359356635
20,2.233333333,0.01770577584696334
21,2.244444444,0.017763310713850747
22,2.255555556,0.017651486226634924
23,2.266666667,0.017386528079664846
24,2.277777778,0.017083956015476198
25,2.288888889,0.016833989869877542
26,2.3,0.016522868010455317
27,2.311111111,0.016324030383983588
28,2.322222222,0.016045060771228917
29,2.333333333,0.01577552628663875
30,2.344444444,0.015538125587750522
31,2.355555556,0.01529996724909761
32,2.366666667,0.015068298792203538
33,2.377777778,0.014846649985264318
34,2.388888889,0.014640810339293903
35,2.4,0.014437046929613825
36,2.411111111,0.014253448390520078
37,2.422222222,0.014064233943300149
38,2.433333333,0.013895263247639565
39,2.444444444,0.0137522891288708
40,2.455555556,0.013588244414834522
41,2.466666667,0.01342583807426135
42,2.477777778,0.013297160930721603
43,2.488888889,0.013159231962582625
44,2.5,0.013012397129699595
45,2.511111111,0.012871162065546362
46,2.522222222,0.012771220756247145
47,2.533333333,0.012640253490639288
48,2.544444444,0.0125178491137031
49,2.555555556,0.012392231162424588
50,2.566666667,0.01227066459390636
51,2.577777778,0.012155946824906089
52,2.588888889,0.01206462803097311
53,2.6,0.011992585391301143
54,2.611111111,0.011885814353042104
55,2.622222222,0.011827149124770045
56,2.633333333,0.011723401803188305
57,2.644444444,0.011622942652536395
58,2.655555556,0.011524602209189728
59,2.666666667,0.01143744260918432
60,2.677777778,0.011344711084529634
61,2.688888889,0.011255944753052168
62,2.7,0.011168531727791602
63,2.711111111,0.011082880912302239
64,2.722222222,0.011001570699334912
65,2.733333333,0.010925253217049933
66,2.744444444,0.01084522015148457
67,2.755555556,0.01077012962042672
68,2.766666667,0.010694022124090163
69,2.777777778,0.010623089841461424
70,2.788888889,0.010586064843009555
71,2.8,0.010517674759129464
72,2.811111111,0.010455627563771228
73,2.822222222,0.010387531169123852
74,2.833333333,0.010319291295164986
75,2.844444444,0.010252038556352691
