t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
0.0,0.0,-19.135827334006784,-35.7111434844952,13.072756763742957,8.861856893501573,27.683308944445137,-20.472568719758833,36.8512275782408,11.232305989886427,2.037514820263638,-27.079086222803255,-35.7520055247104,-29.488580349310922,8.51563011478753,-22.017861917702383,12.638643077418779,34.10597418345309,1.0593297951054919,-31.39854516560255,-39.45808419665081,30.191788566638134,5.69190322659712,-18.7130985905553,8.5764133094753,26.038872779139364,12.542496231126936,12.699975973447675,21.82631799629594,22.67964038498325,-37.03761710526388,-34.130662892205486,29.506898843549852,27.02107268000485
0.05,0.001001001001001001,-19.13774571267772,-35.7147241476658,13.07406131595406,8.862734931684432,27.686072416499066,-20.474617326061935,36.854899095148276,11.233421711176085,2.0377054893138555,-27.081809164926856,-35.755589992925394,-29.491536924286148,8.516468001540593,-22.020068758385445,12.639894915497306,34.109383118393396,1.0594287497087733,-31.401688542743795,-39.462032761836035,30.19479525041504,5.692470558974607,-18.71497384671031,8.577265014457712,26.041467815706486,12.54373948937624,12.701235658434436,21.82848586276962,22.681902736355607,-37.041322075039744,-34.13408427618097,29.509843785029435,27.023764262043173
0.1,0.002002002002002002,-19.13968485273091,-35.71832048082335,13.075403821891989,8.86367384547338,27.688843792578364,-20.476607721703136,36.85859520125999,11.234648868244197,2.0377569261686657,-27.084544235202987,-35.75931396309144,-29.4943875578487,8.517237065921664,-22.0222556109994,12.641148803159812,34.11266929156176,1.0595273642453298,-31.40494281088259,-39.465922637064935,30.197854481329937,5.6932297120507735,-18.71677545634432,8.577996536761697,26.044062467184826,12.544979218734355,12.702515694462324,21.830737392697657,22.684090826927743,-37.04496676433736,-34.13757956279348,29.512774949590312,27.026402042615885
0.15000000000000002,0.003003003003003003,-19.1416449677971,-35.72193245534823,13.076784441510332,8.864674265948059,27.69162309011678,-20.47854024741662,36.86231537619836,11.23598866916437,2.037669287686487,-27.087291552451855,-35.76317771759742,-29.497132893630024,8.517937260026901,-22.02442228490044,12.642404621627032,34.11583296148382,1.0596259260981489,-31.408306116385084,-39.46975464845915,30.200966742667422,5.694180706227214,-18.718503923121443,8.578607655726309,26.04665622013633,12.54621563749067,12.703816437711808,21.833071677136545,22.686205169863232,-37.04855135279014,-34.14115015638505,29.51569217974457,27.02898663875622
0.2,0.004004004004004004,-19.143626266294888,-35.72556005032397,13.078203346644905,8.865736792174037,27.694410299927988,-20.480415216322793,36.86605912935325,11.237442309637839,2.037442738077259,-27.090051224463224,-35.76718153575348,-29.499773587421316,8.518568520301539,-22.02656860232684,12.64366227863653,34.118874376870274,1.0597247121189914,-31.41177650164966,-39.47352961006851,30.204132554557464,5.695323546981027,-18.720159715238346,8.579098089959082,26.049248546607807,12.54744901661006,12.705138275939674,21.835487772253806,22.688246269915954,-37.05207604776046,-34.14479749653471,29.518595330953836,27.031518595674914
0.25,0.005005005005005005,-19.145628951413126,-35.72920325266671,13.079660721232404,8.866861991158887,27.697205386355503,-20.482232914337672,36.869825999851585,11.239010973081696,2.0370774492297805,-27.092823348335717,-35.77132569288677,-29.502310307058103,8.519130767665533,-22.028694398754048,12.644921709235783,34.1217937761914,1.0598239890273613,-31.415351906224643,-39.477248324259314,30.20735247411652,5.696658224959615,-18.72174326511313,8.579467497112006,26.051838904169767,12.548679679436889,12.706481629036183,21.837984699253088,22.69021462281412,-37.05554108370345,-34.14852305909636,29.521484272118048,27.03399838684092
0.30000000000000004,0.006006006006006006,-19.147653221090845,-35.73286205726911,13.081156761538875,8.868050397765629,27.700008287417827,-20.483993600570148,36.873615556581456,11.240695830719348,2.0365736010479956,-27.09560801079467,-35.775610459376246,-29.504743732359465,8.51962390758584,-22.030799523266065,12.646182876618266,34.124591387272,1.0599240138056465,-31.41903016802679,-39.48091158208956,30.210627095607958,5.698184716022593,-18.72325496906951,8.579715473636911,26.054426735971123,12.549908001411142,12.707846949646779,21.84056144429688,22.692110714669315,-37.05894672153845,-34.15232835726527,29.524358886072278,27.036426414066316
0.35000000000000003,0.007007007007007007,-19.149699267994578,-35.73653646715825,13.082691676397028,8.869302514583547,27.702818914948136,-20.485697507706103,36.87742739827199,11.242498041672237,2.0359313817962588,-27.098405288488337,-35.780036099625505,-29.50707455512144,8.520047830095448,-22.03288383894282,12.64744577300386,34.127267426906066,1.060025034090644,-31.422809024661493,-39.484520163671775,30.213957050623076,5.6999029812318,-18.72469518701525,8.579841554520472,26.057011470808845,12.551134409796637,12.709234723857914,21.843216958427327,22.69393502141055,-37.06229324802892,-34.15621494267493,29.52721907009032,27.038803007595295
0.4,0.008008008008008008,-19.15176727949304,-35.740226493666746,13.084265687451301,8.87061881175639,27.70563715472783,-20.487344842378246,36.88126115363009,11.244418753051908,2.0351509884536387,-27.101215248262193,-35.784602870973,-29.509303479164203,8.520402409759239,-22.034947223263107,12.648710420564766,34.12982210049063,1.0601272885616975,-31.426686114845396,-39.488074838524284,30.217343008283862,5.701812966790477,-18.726064242113857,8.579845212999242,26.059592523211737,12.5523593834211,12.710645471946268,21.84595015748561,22.69568800824341,-37.065580975171756,-34.16018440652614,29.530064736393676,27.041128426197144
0.45,0.009009009009009009,-19.15385743762905,-35.743932156616715,13.085879029409412,8.871999726767974,27.708462866613367,-20.48893578552061,36.88511648153529,11.246459100051675,2.0342326270773237,-27.104037947411094,-35.789311022538826,-29.511431220432613,8.520687505586709,-22.036989568522646,12.649976872397982,34.13225560167797,1.060231007325684,-31.43065897993175,-39.49157636591158,30.2207856754688,5.703914603932819,-18.72736242044881,8.579725860255301,26.062169293537366,12.553583452427615,12.71207974919046,21.848759922030506,22.69737012913434,-37.068810239596665,-34.16423838075009,29.53289581266452,27.043402857263377
