t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
0.0,0.0,24.26836847389714,-27.159766754569617,-23.158037555559844,-41.029450313628246,-27.162140589879765,24.626661147184162,19.337678503701603,3.0882120137255384,30.797025270005687,26.911882836254247,20.244096476276937,25.347321453059518,5.404276831120478,-16.15551775550614,-1.21877062773687,-17.344373758733017,-9.198273903753723,-18.536858195768016,-33.801820062924186,23.348506591555147,-4.327188385229409,17.692756808170248
0.05,0.001001001001001001,24.270784577858283,-27.162491635848482,-23.160361951035355,-41.03355656398949,-27.164868895213665,24.629109735349374,19.33960093589311,3.0885130001034957,30.800098026270536,26.914561419988615,20.246107615345448,25.349852585910327,5.404802145111192,-16.15713423276874,-1.2188970575625184,-17.346113099571767,-9.199204756661967,-18.538722996681592,-33.8052150579917,23.350831917169792,-4.3276266839651525,17.69451947395214
0.1,0.002002002002002002,24.273110137670972,-27.165131435630503,-23.162688440360657,-41.03759591940039,-27.16766063558189,24.63149070949217,19.34156675833609,3.0889281783103972,30.803098823719303,26.91721140305607,20.248139747892363,25.35245285779954,5.405360762800931,-16.15886430862636,-1.2190181043657156,-17.347909114068738,-9.200193691086037,-18.54051289436385,-33.80857612301819,23.35323314151183,-4.328215612504096,17.696362260078637
0.15000000000000002,0.003003003003003003,24.275345533212633,-27.167686289409204,-23.16501678966606,-41.04157013700668,-27.170515736455776,24.633804931970428,19.34357575186019,3.0894570970854063,30.806028940373334,26.91983290775502,20.250192973347236,25.355122890368005,5.405952873585211,-16.160708308332808,-1.2191339960224803,-17.349761537573045,-9.201240933929048,-18.542227392004545,-33.811903842080596,23.355710088448884,-4.328955694504896,17.69828517064067
0.2,0.004004004004004004,24.277491123934393,-27.170156347920813,-23.167346799476032,-41.04548092644456,-27.173434097560165,24.63605328015706,19.34562767896008,3.090099284599538,30.808889637346727,26.92242605366864,20.25226739062894,25.357863326462397,5.406578681330635,-16.16266657517735,-1.2192449321047394,-17.35167011263314,-9.202346717451613,-18.5438659538158,-33.81519880588946,23.35826257184905,-4.329847448931296,17.700288190129374
0.25,0.005005005005005005,24.27954724787758,-27.172541776695557,-23.169678305284123,-41.049329950339185,-27.17641559273252,24.6382366467184,19.347722283343167,3.0908542478990544,30.811682159322515,26.92499095797876,20.25436309805255,25.36067482990113,5.407238404284126,-16.16473947032559,-1.2193510838663162,-17.35363458857101,-9.203511279490714,-18.5454280041508,-33.818461611955286,23.36089039588848,-4.330891389795396,17.7023712836026
0.30000000000000004,0.006006006006006006,24.281514220744917,-27.174842755639876,-23.172011178110345,-41.05311882482962,-27.1794600697738,24.6403559399027,19.34985928946039,3.0917214722951556,30.814407735063718,26.927527735772994,20.256480193225762,25.363558085225176,5.407932274980245,-16.16692737262898,-1.2194525942155727,-17.355654721043003,-9.204734863685514,-18.546912926644,-33.82169286478636,23.363593355343177,-4.332088025847585,17.704534396852278
0.35000000000000003,0.007007007007007007,24.283392335023922,-27.177059478649788,-23.174345325040644,-41.0568491201165,-27.182567350291965,24.642412083836877,19.35203840202035,3.092700420701516,30.817067577957523,26.9300365003454,20.25861877293448,25.3665137974327,5.408660540146373,-16.1692306784015,-1.2195495776749163,-17.35773027158774,-9.206017719710589,-18.548320063373303,-33.82489317611792,23.366371235866257,-4.333437860211906,17.706777456573242
0.4,0.008008008008008008,24.285181859160083,-27.179192153255507,-23.176680689748085,-41.060522361029065,-27.185737229539303,24.644406018829688,19.35425930548704,3.0937905329212514,30.81966288659103,26.932517363490895,20.26077893301717,25.369542691696267,5.409423460605478,-16.171649801161916,-1.219642120327409,-17.359861007161403,-9.207360103517113,-18.54964871404472,-33.82806316517285,23.36922381425185,-4.3349413899656115,17.70910037053409
0.45,0.009009009009009009,24.286883036777517,-27.181241000297415,-23.179017252995337,-41.06414002760832,-27.188969476244647,24.64633870167948,19.356521663561537,3.094991224884969,30.82219484535707,26.934970435793762,20.262960768227632,25.372645513061343,5.410221311176243,-16.174185171339847,-1.2197302797507552,-17.362046699660816,-9.20876227758256,-18.550898135200313,-33.83120345895382,23.372150858686936,-4.33659910566163,17.711503027750833
0.5,0.01001001001001001,24.28849608594496,-27.1832062536335,-23.181355033118,-41.067703555703666,-27.1922638324418,24.648211105984696,19.35882511864815,3.096301887841601,30.824664625088797,26.937395826910485,20.2651643720858,25.375823026124646,5.411054380570255,-16.176837235943857,-1.2198140849389738,-17.364287125434682,-9.210224511169487,-18.552067539450203,-33.83431469256698,23.375152128992344,-4.338411490792649,17.713985298663925
