t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
0.0,0.0,-24.625886747810803,36.47754701349349,6.545810395914608,17.18042510421459,12.277515255514674,34.657394032705476,-32.7006098535072,-9.683539872891473,-12.329818596634453,30.598974924843546,-16.436912259109675,14.024560479766942,-33.947437355100014,21.624687876226353,-21.669245107685846,-2.8620179665786734,-21.420152461432387,-16.941821023613052,-32.785183794835426,36.073645476013326,-30.918183107664728,22.613544966685136,38.71765154852954,26.977668121047685,39.60934457867441,-32.90096100282457,-30.30420212527372,8.768398385014235,22.178933097736238,-20.577744640929286,-25.727301814911236
0.05,0.001001001001001001,-24.62835524118554,36.48118817144099,6.546456017714882,17.18213306227739,12.27874116318439,34.660844788355526,-32.703887100964,-9.684520320275185,-12.331052082026249,30.602024702362623,-16.43856952085518,14.025958292850286,-33.95083455394311,21.626847590693757,-21.671417999981344,-2.862313665818809,-21.42230410583014,-16.94352543409375,-32.78846907273137,36.07724209637528,-30.921286124263123,22.615791922763062,38.721508988647415,26.980357625662272,39.61329797971866,-32.90426165666773,-30.307236256342385,8.769266670760915,22.181150858405495,-20.57980513451249,-25.72988813614484
0.1,0.002002002002002002,-24.630774536625253,36.484732534578626,6.5470664373162,17.18383242638687,12.27989842589287,34.664390674447716,-32.70710878313999,-9.685569083219923,-12.332372920960955,30.604970716248733,-16.440321041359645,14.027386743411174,-33.954194791161754,21.628947700336248,-21.67350285789759,-2.8626095714734117,-21.424440366433036,-16.945091223789124,-32.791772638381595,36.08076193565532,-30.92434621370183,22.61807517364727,38.72551427296913,26.982994910908687,39.61734343720895,-32.9077052466227,-30.31001776234604,8.770142066507661,22.183331205996055,-20.58191777357796,-25.732560325243018
0.15000000000000002,0.003003003003003003,-24.633145358881137,36.48818037713101,6.547641801884615,17.185522904422978,12.280987135935913,34.66803185231049,-32.71027649260599,-9.686686138668273,-12.33378148944815,30.607813303604175,-16.442167026079343,14.028845403554048,-33.957518066463756,21.630988450506912,-21.675499698589697,-2.8629056681537954,-21.426561497948015,-16.94651772154739,-32.795094325025865,36.08420479782356,-30.92736388251578,22.620395283433442,38.72966858284075,26.985580230988557,39.6214805801513,-32.91129152016259,-30.312545986600792,8.771024532265459,22.18547399531585,-20.584082054050725,-25.73531877985007
0.2,0.004004004004004004,-24.63546841155001,36.491531920271576,6.548182263319154,17.18720418628187,12.282007364987525,34.67176847682329,-32.713391842823036,-9.687871470058928,-12.335278188301992,30.610552751128495,-16.444107673086616,14.030333902513634,-33.960804414943894,21.632970083931735,-21.677408527695416,-2.8632019366076062,-21.428667828625326,-16.947804183828598,-32.79843398811676,36.087570493418866,-30.93033963390054,22.622752766722048,38.73397312349974,26.988113921005638,39.625709092169565,-32.915020211487686,-30.31482028880972,8.77191405582878,22.187579077211335,-20.58629745354696,-25.738163900152472
0.25,0.005005005005005005,-24.637744377492094,36.49478733097204,6.548687978028038,17.188875943742627,12.28295916372586,34.67560069589933,-32.71645646903944,-9.689125067043966,-12.336863443765575,30.613189295514434,-16.44614317316344,14.03185192716255,-33.96405390630802,21.634892840365787,-21.679229338335283,-2.8634983536944394,-21.430759760066884,-16.948949793938937,-32.80179150540608,36.090858839371535,-30.933273967939318,22.625148088171812,38.73842912361357,26.990596396672135,39.63002871120633,-32.91889104067164,-30.31684004305251,8.772810652831133,22.189646297863966,-20.588563430771664,-25.741096088874173
0.30000000000000004,0.006006006006006006,-24.63997391921769,36.49794672083772,6.5491591067149155,17.19053783031117,12.283842561477641,34.679528649950356,-32.719472029255506,-9.690446925095925,-12.338537708218894,30.615723123747404,-16.448273709791454,14.033399222533331,-33.96726664410052,21.636756956337198,-21.68096211018381,-2.863794892368383,-21.43283776704134,-16.94995366122008,-32.80516677703068,36.09406965880351,-30.93616738182286,22.627581661993073,38.74303783479539,26.99302815406469,39.63443922928378,-32.92290371278884,-30.31860463598942,8.773714366822364,22.191675498188527,-20.590879424901587,-25.744115751256402
0.35000000000000003,0.007007007007007007,-24.642157679242807,36.50101014492651,6.549595814174708,17.192189481041645,12.284657565880721,34.68355247133341,-32.722440205255836,-9.691837045002993,-12.340301460973235,30.618154373306087,-16.450499459037534,14.034975592357375,-33.970442764933864,21.638562664979553,-21.68260680860992,-2.864091521666312,-21.434902397303624,-16.950814820193,-32.80855972559746,36.09720278080669,-30.939020370062657,22.630053851382296,38.74780053109348,26.995409769432744,39.638940492325595,-32.92705791702429,-30.320113465284855,8.774625269368165,22.19366651333401,-20.593244854953998,-25.747223295022927
0.4,0.008008008008008008,-24.644296280413666,36.50397760054921,6.549998269098665,17.19383051233536,12.285404162564284,34.68767228377949,-32.72536270370963,-9.69329543225041,-12.342155209155003,30.620483132261764,-16.452820589333847,14.036580899623164,-33.97358243771849,21.64031019595338,-21.684163383884943,-2.8643882067006268,-21.43695427141631,-16.951532229656088,-32.81197029626696,36.10025804019984,-30.941833424697915,22.63256496789914,38.75271850845146,26.99774189906175,39.64353240004086,-32.931353325767546,-30.321365938255383,8.775543460172187,22.19561917228791,-20.59565911914224,-25.75041913033173
0.45,0.009009009009009009,-24.646390326200112,36.506849026049,6.550366643888147,17.19546052171752,12.286082314846128,34.69188820180442,-32.72824125733909,-9.694822096286064,-12.344099488682259,30.622709439274015,-16.45523726115164,14.038215067155981,-33.97668586289128,21.64199977545771,-21.685631770456673,-2.864684908655015,-21.4389940825697,-16.952104771737616,-32.815398456835155,36.1032352772647,-30.94460703549676,22.63511527078751,38.7577930841357,27.000025279193224,39.648214905870795,-32.93578959369225,-30.32236147074689,8.776469067221257,22.197533297585107,-20.59812159421889,-25.753703669714138
0.5,0.01001001001001001,-24.648440400957842,36.509624299557956,6.550701114476644,17.19707908759187,12.28669196344635,34.69620033010191,-32.73107762615647,-9.696417049667994,-12.346134865337499,30.624833283480385,-16.457749626567892,14.039878078221186,-33.97975327164071,21.643631626332734,-21.687011886287994,-2.86498158478168,-21.441022596396877,-16.952531250902915,-32.818844197812915,36.106134337461626,-30.947341690152243,22.637704966242246,38.763025596126816,27.002260726003453,39.652988016999096,-32.94036635682299,-30.32309948624512,8.777402246954116,22.199408705122686,-20.600631634807623,-25.75707732800264
0.55,0.011011011011011011,-24.650447070159398,36.51230323772865,6.551001860159497,17.198685768973412,12.28723302621662,34.70060876291931,-32.73387359876996,-9.698080307091413,-12.348261935940416,30.626854604277646,-16.460357828724103,14.041569977152992,-33.98278492512651,21.6452059682549,-21.688303632258837,-2.8652781883983436,-21.443040650779707,-16.95281039291698,-32.82230753250273,36.10895507112507,-30.95003787447369,22.640334206623127,38.76841740247152,27.00444913564225,39.65785179442646,-32.945083231591205,-30.323579415223623,8.77834318445418,22.201245204082383,-20.603188572724886,-25.760540522248554
0.6000000000000001,0.012012012012012012,-24.652410880593866,36.514885594438674,6.551269063430727,17.200280105199372,12.287705397884162,34.70511358341627,-32.736630993759064,-9.699811884292588,-12.35048132962472,30.62877329099219,-16.46306200117662,14.043290870010544,-33.98578111369148,21.646723018025874,-21.6895068916303,-2.8655746688831827,-21.445049155640998,-16.9529408437635,-32.825788497072104,36.1116973331392,-30.95269607257402,22.643003089618013,38.77396988059141,27.006591484332848,39.66280635310983,-32.94993981388184,-30.323800694732896,8.779292093666774,22.203042596962625,-20.60579171629266,-25.76409367163098
0.65,0.013013013013013013,-24.65433236053515,36.51737105946629,6.551502909826389,17.201861615618554,12.288108949809393,34.70971486300685,-32.73935166111983,-9.701611796826791,-12.352793709223308,30.63058918243708,-16.465862267137886,14.045040925262908,-33.988742156063054,21.64818298995715,-21.69062152956987,-2.8658709716657267,-21.44704909271763,-16.952921168521634,-32.829287150623195,36.114360982593766,-30.95531676705371,22.64571165735716,38.77968442654496,27.008688828533707,39.66785186216665,-32.95493567807277,-30.323762768234175,8.780249217641341,22.204800679722364,-20.60844034964367,-25.767737197358482
0.7000000000000001,0.014014014014014014,-24.656212019878755,36.51975925713538,6.551703587773774,17.203429799259244,12.28844352975612,34.71441266068565,-32.74203748378049,-9.70348005871733,-12.355199772766387,30.63230206635325,-16.468758738608155,14.046820374504483,-33.99166839854179,21.64958609635217,-21.69164739273685,-2.8661670382115627,-21.449041515308853,-16.95274985020225,-32.83280357525806,36.116945882420296,-30.957900439182097,22.648459895480794,38.785562454239006,27.01074230516266,39.67298854514453,-32.96007037606881,-30.32346508568114,8.781214828799108,22.20651924203928,-20.611133732020484,-25.77147152256504
0.75,0.015015015015015015,-24.658050350246956,36.52204974492785,6.55187128844579,17.204984134475797,12.288708961672997,34.71920702233857,-32.744690379188214,-9.70541668097249,-12.357700255097475,30.633911678732222,-16.4717515153973,14.04862951320213,-33.99456021417404,21.650932548088182,-21.692584308927277,-2.8664628059985486,-21.451027547993323,-16.952425288545662,-32.83633787613907,36.119451899008645,-30.960447569076877,22.6512477321622,38.79160539458583,27.012753131883503,39.6782166803562,-32.96534343633225,-30.322907103852447,8.782189229226715,22.208198067685213,-20.6138710970702,-25.775297072202036
0.8,0.016016016016016016,-24.659847825062254,36.52424201206202,6.5520062056197865,17.206524078574088,12.288905045484855,34.72409798003904,-32.74731230096734,-9.707421669967081,-12.360295929612462,30.63541770301768,-16.47484068403649,14.05046870147522,-33.99741800190561,21.65222255530019,-21.69343208677764,-2.8667582084820564,-21.45300838630795,-16.951945798783324,-32.83989018154388,36.12187890180377,-30.962958635882565,22.654075037088816,38.79781469460199,27.014722607454832,39.68353660127988,-32.97075436291192,-30.322088286937838,8.7831727509963,22.209836935021958,-20.616651652136298,-25.779214272928034
0.8500000000000001,0.017017017017017015,-24.661604899588976,36.52633547803526,6.552108535540069,17.208049067415956,12.289031556892407,34.72908555133046,-32.74990524064991,-9.709495025685117,-12.36298761012727,30.63681976918322,-16.47802631657957,14.05233836490957,-34.000242185713184,21.6534563281697,-21.694190515526994,-2.867053175046588,-21.454985296380837,-16.951309610366334,-32.84346064291441,36.12422676288258,-30.96543411794891,22.656941620403867,38.80419181644483,27.016652112140527,39.688948697024685,-32.97630263447282,-30.321008107380095,8.784165756512557,22.211435617620978,-20.61947457754961,-25.783223552998354
0.9,0.018018018018018018,-24.66332201094297,36.52832949112962,6.552178476783298,17.209558515002854,12.289088247178624,34.734169738495964,-32.75247122947899,-9.711636739820058,-12.365776152879969,30.638117452683385,-16.48130846929421,14.054238995406118,-34.00303321370999,21.6546340778211,-21.69485936483706,-2.8673476309409183,-21.45695961451013,-16.950514865664,-32.84704943489922,36.12649535651067,-30.96787449301025,22.65984723161136,38.81073823638266,27.018543108181056,39.694453412860724,-32.98198770332822,-30.319666046974998,8.785168638887264,22.212993885010786,-20.6223390259203,-25.787325342156517
0.9500000000000001,0.01901901901901902,-24.664999578069224,36.5302233268791,6.552216230125935,17.21105181303882,12.289074843019977,34.739350527816434,-32.75501234028541,-9.713846793728916,-12.368662458673544,30.63931027327519,-16.484687181243018,14.056171152065,-34.00579155722202,21.655756017328873,-21.695438384670187,-2.867641497193721,-21.45893274667977,-16.949559618636282,-32.85065675538875,36.12868455867849,-30.970280238366897,22.662791558447353,38.81745544369446,27.020397140324302,39.70005125081328,-32.98780899447619,-30.318061598230845,8.786181822341804,22.21451150355616,-20.625244121432956,-25.79152007152979
1.0,0.02002002002002002,-24.666638001687396,36.53201618649749,6.552221998412862,17.21252833047303,12.288991046300588,34.74462788881801,-32.75753068943849,-9.716125156236457,-12.371647475165878,30.64039769370713,-16.48816247275502,14.058135462105499,-34.00851770983089,21.656822362838987,-21.695927305225105,-2.867934690506437,-21.4609061680026,-16.948441833484264,-32.85428282554276,36.13079424661677,-30.97265183106973,22.665774225720675,38.82434493949486,27.02221583641441,39.70574277032021,-32.99376590464258,-30.3161942659889,8.787205762638187,22.215988237473635,-20.62818895914697,-25.795808173531206
1.05,0.02102102102102102,-24.668237664205126,36.533707195265734,6.5521959864262564,17.21398741302208,12.288836533927132,34.75000177351037,-32.760028438871316,-9.718471781285697,-12.37473219931383,30.64137911827271,-16.491734343788096,14.060132621822202,-34.01121218637917,21.657833334808128,-21.696325836930605,-2.868227123119912,-21.462881422080425,-16.94715938328349,-32.85792788980942,36.132824298290494,-30.974989748109298,22.668794794126356,38.83140823548027,27.024000908036715,39.711528588951495,-32.99985780133217,-30.31406356930553,8.788240947539064,22.217423849988002,-20.631172604304595,-25.80019008177066
1.1,0.022022022022022022,-24.669798929599125,36.53529540087817,6.552138400753773,17.21542838267227,12.288610957642193,34.755472115617145,-32.762507798181,-9.720886605430861,-12.37791767997874,30.642253891225412,-16.495402772183304,14.062163397577462,-34.01387552193386,21.65878915936463,-21.696633670497402,-2.868518702651135,-21.464860120270053,-16.945710048605463,-32.86159221593532,36.134774591871114,-30.97729446661083,22.67185275903535,38.838646852591864,27.025754151216475,39.71740938318972,-33.00608402188987,-30.311669043596343,8.78928789729725,22.218818104634895,-20.63419409164905,-25.804666230977684
1.1500000000000001,0.023023023023023025,-24.671322143263993,36.536779771747085,6.552049449655034,17.21685053716217,12.28831394383357,34.76103882979994,-32.76497102680434,-9.72336954516902,-12.381205020700985,30.643021295052016,-16.499167711812134,14.064228626830117,-34.016508270703405,21.65969006979523,-21.696850477028654,-2.868809331896148,-21.46684394084354,-16.944091516133195,-32.865276094965914,36.13664500518632,-30.97956646403662,22.674947549264242,38.84606231959116,27.02747744716883,39.72338588926969,-33.0124438725735,-30.309010243042053,8.790347165175245,22.220170766714766,-20.637252424755367,-25.80923705693887
1.2000000000000002,0.024024024024024024,-24.6728076318288,36.53815919526528,6.551929342925413,17.218253149445697,12.287945093336848,34.7667018108776,-32.7674204362692,-9.725920494106639,-12.384595382651653,30.643680548601125,-16.50302909061822,14.066329219200203,-34.01911100490341,21.660536308161955,-21.696975908189703,-2.869098908594986,-21.468834628030073,-16.942301377277428,-32.86897984123565,36.13843541514674,-30.981806218397466,22.678078525828855,38.85365617154397,27.029172763096987,39.72945890407553,-33.01893662763975,-30.306086743255168,8.79141933799523,22.22148160490386,-20.640346575376594,-25.813902996452875
1.25,0.025025025025025023,-24.674255702941483,36.53943247602662,6.551778291756023,17.219635467136108,12.287503981228353,34.77246093304234,-32.76985839252171,-9.728539319957466,-12.388089987769803,30.6442308050638,-16.506986808555265,14.068466157569217,-34.02168431356608,21.66132812705373,-21.69700959643785,-2.8693873251542383,-21.470833990926316,-16.940337126800756,-32.8727037923471,36.140145697148924,-30.9840142084749,22.681244980685896,38.86142994820853,27.03084215303529,39.735629286092795,-33.02556152844454,-30.30289814420583,8.79250503672,22.222750393028033,-20.643475482808306,-25.818664487306318
1.3,0.026026026026026026,-24.67566664502117,36.54059833400493,6.5515965085888395,17.22099671193125,12.286990156605361,34.778316049074604,-32.77228731832943,-9.731225861368273,-12.39169012209413,30.644671149803134,-16.511040735423318,14.070640499215276,-34.02422880128801,21.662065791477378,-21.696951155313112,-2.8696744683225823,-21.47284390226108,-16.938196161457615,-32.876448309138596,36.14177572445382,-30.986190914056102,22.684446135466978,38.86938519232374,27.03248775873348,39.74189795641317,-33.03231778255901,-30.29944407340435,8.793604917065286,22.22397691200543,-20.64663805327434,-25.82352196827387
1.35,0.02702702702702703,-24.677040726978568,36.54165540269196,6.551384206965782,17.222336079020533,12.286403142350244,34.784266989558496,-32.77470969576017,-9.733979924569226,-12.39539713929832,30.645000598029732,-16.51519070860601,14.072853376982303,-34.02674508691092,21.662749580893042,-21.696800179791083,-2.8699602188143682,-21.474866296999604,-16.93587577865895,-32.880213775639454,36.14332536754005,-30.988336816183576,22.687681140209527,38.87752344779338,27.034111810578032,39.74826589978861,-33.0392045629018,-30.295724189337065,8.794719670143879,22.225160951964327,-20.649833159336946,-25.828475879146144
1.4000000000000001,0.028028028028028028,-24.678378197904678,36.542602227195296,6.551141601370615,17.223652736474108,12.28574243487496,34.79031356209973,-32.777128068736175,-9.736801279845958,-12.399212464439739,30.645218092320043,-16.51943653071172,14.075106000482196,-34.02923380212952,21.66337979139905,-21.69655624669927,-2.8702444508760765,-21.476903170771852,-16.93337317517118,-32.88400059901233,36.14479449343114,-30.99045239742177,22.690949072089396,38.885846257762566,27.035716628546105,39.75473416573166,-33.04622100688841,-30.291738185151182,8.795850023141952,22.226302314542433,-20.653059639334572,-25.83352666078913
1.4500000000000002,0.029029029029029027,-24.679679286728092,36.54343726229803,6.5508689070624415,17.224945824614842,12.285007503842076,34.79645555054819,-32.77954504566303,-9.73968965783071,-12.403137597931517,30.64532249997467,-16.52377796712219,14.077399657328677,-34.0316955900206,21.66395673807147,-21.69621891519841,-2.870527031790188,-21.478956578108466,-16.930685445859957,-32.887809209481844,36.14618296499591,-30.992538142143026,22.69424893416006,38.89435516258272,27.037304623187257,39.76130386965779,-33.053366215597705,-30.287485792583027,8.79699674002793,22.22740081537421,-20.656316296850743,-25.838674755239072
1.5,0.03003003003003003,-24.680944201841285,36.54415887048199,6.550566339899564,17.226214455373732,12.284197791858197,34.80269271422717,-32.781963302132276,-9.742644745610393,-12.407174119748497,30.64531261021388,-16.528214743452597,14.079735714401352,-34.03413110348719,21.664480757463778,-21.69578772733053,-2.8708078213107378,-21.481028630467375,-16.927809582490262,-32.891640060248854,36.147490640221164,-30.994594536835404,22.697579654103635,38.90305169766156,27.03887829662765,39.76797619406556,-33.060639252955546,-30.28296678612306,8.798160622294219,22.2284562867727,-20.659601900217563,-25.843920605836903
1.55,0.031031031031031032,-24.682173130696334,36.5447653199173,6.550234116152449,17.227457711629533,12.283312714135459,34.80902478717158,-32.78438558369656,-9.745666182649869,-12.411323693877888,30.64518713120771,-16.53274654292764,14.082115619138238,-34.03654100361141,21.664952210271988,-21.69526220863568,-2.8710866710245386,-21.483121494033142,-16.924742472595327,-32.895493627389605,36.14871737145594,-30.996622070435116,22.700940082999036,38.911937391195075,27.04044024359112,39.77475238974947,-33.068039144934936,-30.278180987409534,8.799342509732051,22.229468580612398,-20.662915182057564,-25.84926465740651
1.6,0.03203203203203203,-24.68336623937067,36.54525478242141,6.5498724523044975,17.228674646533428,12.28235165811637,34.815451477377174,-32.78681470871547,-9.748753556529323,-12.415588073025846,30.644944686938366,-16.537373003678805,14.084540900854845,-34.038925957909406,21.665371484170844,-21.6946418688396,-2.871363423631784,-21.485237387270637,-16.92148089842806,-32.89937040973902,36.14986300462631,-30.998621234686475,22.70432899411289,38.921013761778596,27.041993152431026,39.78163377703986,-33.07556487877172,-30.2731282698413,8.800543281239651,22.230437571419614,-20.666254838867776,-25.854707356481295
1.6500000000000001,0.03303303303303303,-24.684523672103502,36.54562533139171,6.549481564839326,17.22986428281975,12.28131398305707,34.821972466063215,-32.789253571270045,-9.751906398495313,-12.419969103591544,30.644583813892847,-16.542093715968612,14.087013172087634,-34.04128663848168,21.665738996826544,-21.693926202614684,-2.871637912139462,-21.487378578213722,-16.918021536009757,-32.903270928757394,36.15092737842016,-31.000592524532518,22.70774508171893,38.930282315894644,27.04353980616648,39.788621747063566,-33.08321540219434,-30.267808563398543,8.801763855663841,22.23136315967667,-20.669619530649992,-25.860249151583588
1.7000000000000002,0.03403403403403403,-24.68564555080374,36.545874939716434,6.549061670013218,17.23102561210385,12.280199019563648,34.828587406950824,-32.79170514414322,-9.75512417882573,-12.424468730920637,30.64410295758409,-16.546908219348257,14.08953412995945,-34.04362372005194,21.66605519909155,-21.69311469041697,-2.8719099589607295,-21.489547381469198,-16.91436095429219,-32.90719572837965,36.15191032344087,-31.002536438539607,22.71118695995187,38.93974454527568,27.045083083516065,39.795717763018395,-33.090989622665596,-30.26222185965866,8.803005192675144,22.232245275345953,-20.673007880591474,-25.865890493561754
1.75,0.035035035035035036,-24.686731974530357,36.54600147766952,6.548612983611416,17.232157594168346,12.27900606907593,34.83529592555917,-32.794172481862894,-9.75840630200983,-12.429089004850308,30.643500468899354,-16.55181599975581,14.09210555756433,-34.04593787788738,21.666320578386927,-21.692206799402097,-2.872179374913137,-21.491746154915543,-16.91049561445049,-32.91114537484641,36.15281166132947,-31.00445347935955,22.71465316170186,38.94940192414049,27.046625959921855,39.802923361453345,-33.098886406633746,-30.256368216992513,8.804268293676332,22.233083881619645,-20.676418474800375,-25.87163183598986
1.8,0.036036036036036036,-24.687783018946213,36.54600271079624,6.5481357206868935,17.23325915623924,12.277734403292696,34.84209761852196,-32.79665872380374,-9.761752101745364,-12.433832085558318,30.642774600275125,-16.556816486562816,14.09472932536881,-34.04822978559329,21.66653566227758,-21.6912019844235,-2.872445958108321,-21.493977296075492,-16.906421869325683,-32.915120456516014,36.15363120385424,-31.00634415423305,22.718142137555866,38.95925590630352,27.04817150855604,39.81024015354607,-33.10690457878971,-30.250247765924346,8.805554202744268,22.233878978900414,-20.679849862100458,-25.877473635634953
1.85,0.037037037037037035,-24.688798735746683,36.5458762977973,6.547630095280275,17.234329192253433,12.276383263532011,34.848992052926164,-32.79916709734294,-9.765160835755877,-12.438700249728697,30.64192350169824,-16.56190904957785,14.097407392626636,-34.05050011277478,21.666701022245586,-21.690099689116323,-2.872709492725545,-21.49624323814111,-16.902135963037182,-32.91912158365657,36.15436875196734,-31.00820897553843,22.721652254792453,38.969307922157405,27.049722901302193,39.817669826367776,-33.11504292132638,-30.24386071463653,8.806864007604775,22.234630609017913,-20.68330055388977,-25.883416352997145
1.9000000000000001,0.03803803803803804,-24.689779152064393,36.54561978842056,6.54709632011955,17.235366562119488,12.274951860019907,34.85597876567533,-32.80170092106439,-9.768631680432378,-12.443695897046817,30.640945216533833,-16.567092996016424,14.100141808803592,-34.05274952255838,21.666817277666595,-21.688899347070972,-2.8729697476612293,-21.49854644562955,-16.897634030787223,-32.92314938821721,36.15502409482783,-31.010048461389907,22.725181796436623,38.97955937552969,27.051283409702744,39.825214144124885,-33.123300173195354,-30.237207354598095,8.808198840640099,22.235338859685214,-20.686769024068163,-25.889460452927754
1.9500000000000002,0.03903903903903904,-24.690724269851714,36.54523062137077,6.546534606298251,17.236370090973633,12.273439371100308,34.863057262879316,-32.80426360800466,-9.77216372530475,-12.44882155703666,30.639837677181244,-16.5723675674473,14.102934715008844,-34.05497866896631,21.666885099994104,-21.687600383100463,-2.8732264750464016,-21.500889409647595,-16.89291209888092,-32.92720452357754,36.155597008790544,-31.01186313628986,22.728728960381485,38.99001164041565,27.052856405863974,39.832874949365646,-33.131675029355655,-30.230288066293614,8.80955987992842,22.236003869198555,-20.690253709038764,-25.895606405330845
2.0,0.04004004004004004,-24.691634065242802,36.54470612224936,6.545945162930793,17.237338568433287,12.271844942358658,34.8702270192723,-32.8068586689332,-9.775755967349644,-12.454079896253017,30.638598700560124,-16.577731936726106,14.105788345429032,-34.05718819413618,21.666905217155904,-21.68620221460611,-2.873479408623821,-21.50327464274276,-16.8879660849873,-32.93128766427424,36.1560872563605,-31.0136535318398,22.7322918585837,39.00066605759055,27.054445363309362,39.84065416413865,-33.14016614000815,-30.22310332502654,8.810948350314634,22.23662583138281,-20.693753007788672,-25.90185468595362
2.0500000000000003,0.04104104104104104,-24.692508487897193,36.544043501537914,6.54532819678369,17.238270747850613,12.270167685651336,34.877487477660786,-32.809489715657875,-9.779407305142941,-12.459473725841248,30.637225983429794,-16.583185204927876,14.108705028761081,-34.05937872537918,21.6668784181668,-21.684704253046462,-2.8737282619763715,-21.50570467331896,-16.882791798668755,-32.93539950570388,36.15649458511255,-31.01542018751499,22.735868516339764,39.01152393110545,27.056053857771918,39.84855379108885,-33.148772109808576,-30.215653706768588,8.81236552451148,22.237205000784037,-20.69726528205441,-25.90820577727106
2.1,0.04204204204204204,-24.693347460327164,36.54323985264096,6.544683911881415,17.239165345568885,12.26840667803247,34.884838048402926,-32.812160464345645,-9.78311653286639,-12.465006009476864,30.635717097546195,-16.58872639829091,14.111687189639472,-34.061550872069795,21.666805557961073,-21.68310590551485,-2.873972726598209,-21.508182039594757,-16.877384942208103,-32.93954076380066,36.15681872657609,-31.0171636515079,22.739456871650297,39.0225865246725,27.05768556791576,39.856575914475386,-33.157491497051275,-30.207939894024072,8.81381272422982,22.237741698109186,-20.70078885657788,-25.91466016947028
