t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36
0.0,0.0,39.50115031943415,11.267640457025015,-16.565378082003907,-0.2932473194813189,-34.25956210077379,14.643375532619855,-37.66492909591393,28.874171406118194,-22.683715888533968,35.288251491206026,10.693133195982167,13.016086842792058,-14.724263645437427,-30.60544736120668,-10.733502179810186,19.580984507332207,-30.80999853224192,-6.441286882506875,-34.104202725279926,27.330332439015958,-9.657020366787899,20.654142780273837,1.8551789240103793,16.274144274033375,15.44528247553256,28.17102260174133,33.55644627423421,32.27246354874072,-19.528524767401272,0.8355213507075941,13.51840752516537,12.678821133854617,-30.68688304551741,-0.3823880740918643,-32.042337357688154,-29.944532642365072,-11.489175106426949
0.05,0.001001001001001001,39.5050875656757,11.268764725690481,-16.56703948694546,-0.2932830819985848,-34.26299819423517,14.644827484164042,-37.66870177556887,28.877052479869732,-22.685994584577358,35.29177833246449,10.694193468902391,13.017382311500743,-14.725738747490754,-30.608514547048802,-10.734590333040206,19.58293791527226,-30.813085292221384,-6.441937151995142,-34.10762152371095,27.333050086131003,-9.657988110442197,20.65619501766707,1.8553638101170533,16.27575700147707,15.446818168733659,28.173839314106733,33.55979510390025,32.27568811260404,-19.530487661627514,0.8355932182501021,13.519757206197342,12.68008555200403,-30.68996710916935,-0.3824318128639461,-32.04555646619946,-29.947532690569748,-11.490336398672206
0.1,0.002002002002002002,39.509059080403226,11.269895140770453,-16.56881155131819,-0.29336972843335557,-34.26651511200841,14.646185390911329,-37.672376035136224,28.87990867480475,-22.688257340163336,35.29531759486217,10.695272359250078,13.018707134402566,-14.727137763044439,-30.61144255880441,-10.735653077043425,19.58493813386902,-30.816023180396396,-6.442505928508143,-34.1110446015736,27.33564358450211,-9.659183227780611,20.658117206576325,1.8555600460211172,16.277305484282177,15.448219562422539,28.17654039738369,33.563031113726815,32.278865905413106,-19.532368244421342,0.8357530905754966,13.521222725593566,12.681524652035609,-30.693014259625958,-0.38251669210772865,-32.04870073517635,-29.95043233417087,-11.491553001742272
0.15000000000000002,0.003003003003003003,39.51306380937581,11.271031131055345,-16.57069340254588,-0.2935077273353444,-34.27011250818559,14.647449122978022,-37.6759526776453,28.88274115047789,-22.69050409039687,35.298870169803266,10.696370126119954,13.020061349614242,-14.728461166604275,-30.61423207617556,-10.736689515615822,19.586985226254118,-30.81881245490321,-6.442993533013077,-34.11447211125438,27.33811359280981,-9.660604839515376,20.65990866068811,1.8557686276676666,16.27879034473773,15.449486654409428,28.17912610963819,33.56615422841375,32.28199675515413,-19.53416651430256,0.8360005341841621,13.522803653641667,12.683138837615243,-30.696024940054272,-0.3826432502060464,-32.05177049975438,-29.95323121208819,-11.492825658691322
0.2,0.004004004004004004,39.51710063486502,11.272172150316488,-16.57268418461654,-0.2936975132161229,-34.27379006708266,14.648618546312647,-37.679432433432936,28.885551051363525,-22.69273479931056,35.30243686933362,10.697487052730114,13.021444991489854,-14.729709485188248,-30.61688377622385,-10.737698791765917,19.589079255402073,-30.82145334994911,-6.443400254090679,-34.11790423828892,27.340460685171852,-9.66225213958289,20.66156876737654,1.8559905032130628,16.280212175834137,15.45061945511764,28.181596677185297,33.569164352323725,32.285080524625585,-19.53588245494421,0.8363351231286542,13.524499559438938,12.68492863892379,-30.69899955213056,-0.3828119792846601,-32.054766039824095,-29.955928981492836,-11.49415506737669
0.25,0.005005005005005005,39.52116837541246,11.27331767754556,-16.57478305745582,-0.29393948654893914,-34.27754750302024,14.649693522120149,-37.68281596022297,28.888339507469208,-22.694949460231967,35.306018427512775,10.698623447078443,13.022858090559351,-14.730883297963803,-30.61939833184789,-10.738680088715393,19.59122028380492,-30.82394607387594,-6.443726347506282,-34.121341201295024,27.342685349306837,-9.664124394138893,20.663096987056967,1.8562265721501756,16.281571541091488,15.451617987680681,28.183952294114206,33.572061367925535,32.28811711040383,-19.537516034620065,0.8367564389571153,13.526310010835912,12.686894712779573,-30.701938455684417,-0.38302332590636046,-32.05768757938615,-29.958525317906297,-11.495541881127677
0.30000000000000004,0.006006006006006006,39.52526578558073,11.274467217193,-16.5769891963225,-0.2942340137490311,-34.28138456014808,14.650673906375147,-37.68610384318253,28.891107634906493,-22.697148096136022,35.30961550180082,10.699779642619909,13.024300673461994,-14.731983235946279,-30.621776410338697,-10.739632630873961,19.593408373162834,-30.82629080738854,-6.443972035819877,-34.12478325191162,27.34478798478924,-9.666220940451199,20.664492852581652,1.8564776844652575,16.282868974328483,15.45248228809759,28.18619312186467,33.57484513429098,32.291106441791065,-19.539067205611538,0.837264070633863,13.528234574316187,12.689037842730093,-30.704841968393534,-0.3832776917270982,-32.060535285928545,-29.961019915322474,-11.49698670938741
0.35000000000000003,0.007007007007007007,39.52939155570107,11.275620299406643,-16.579301791228332,-0.2945814271336746,-34.2853010123129,14.651559549425038,-37.689296594953454,28.89385653641897,-22.699330759982644,35.31322867446085,10.700955998967602,13.025772762874077,-14.733009981760311,-30.62401867201189,-10.740555684789518,19.595643584090574,-30.828487701944827,-6.444137508033672,-34.128230674744124,27.346768901389968,-9.668541185694085,20.66575596867864,1.8567446398262053,16.284104979372803,15.453212405445626,28.188319288852693,33.57751548564319,32.294048479744525,-19.54053590357442,0.8378576144370086,13.530272814813184,12.691358939109929,-30.707710365526747,-0.3835754341145628,-32.063309269822845,-29.96341248635229,-11.498490118327238
0.4,0.008008008008008008,39.53354431162156,11.276776480271826,-16.58172004638449,-0.294982024861287,-34.289296662969214,14.652350295683924,-37.692394655657495,28.89658730186749,-22.701497535039866,35.31685845397808,10.702152902620437,13.027274377430254,-14.73396426946596,-30.626125768915546,-10.741448560074533,19.597925975839637,-30.83053687830482,-6.444222919275808,-34.13168378731618,27.34862831749735,-9.671084605647273,20.66688601143476,1.8570281868021865,16.2852800297136,15.45380840214938,28.190330890143542,33.580072229954446,32.29694321578609,-19.541922046865647,0.8385366738329463,13.532424295464502,12.6938590390604,-30.7105438797334,-0.38391686672957226,-32.06600958373669,-29.965702762390425,-11.50005263143315
0.45,0.009009009009009009,39.53772261445986,11.277935342054159,-16.58424317967675,-0.2954360708489847,-34.29337134513298,14.653045983418542,-37.695398392874445,28.899301008672605,-22.703648535192784,35.32050527649647,10.70337076772047,13.028805531637921,-14.734846884451319,-30.628098343612606,-10.742310610309472,19.600255606035983,-30.83243842523621,-6.444228390519024,-34.13514294002798,27.350366358614234,-9.67385074330111,20.66788272782331,1.8573290221148204,16.286394568096867,15.45427035430524,28.19222798717023,33.582515147591685,32.299790670890935,-19.543225535830356,0.8393008593275363,13.534688577304465,12.69653930650519,-30.713342700877277,-0.3843022600705807,-32.068636222059936,-29.967890493803765,-11.501674730063884
