cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,initial_theta,delta_theta
0.0,0.0,0.0,0.303707573210052,0.0,0.0,0.0,0.0,0.020354580158909265,0.0,-15.0,0.05
