cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,initial_theta,delta_theta
0.0,0.0,0.0,0.19407168814157674,0.0,0.0,0.0,0.0,0.019464791965711634,0.0,-10.0,0.05
