cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,initial_theta,delta_theta
0.0,0.0,0.0,0.08397527548005508,0.0,0.0,0.0,0.0,0.10051590705389324,0.0,-1.0,0.01
