cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,initial_theta,delta_theta
0.0,0.0,0.0,0.1894349853392028,0.0,0.0,0.0,0.0,0.019632177795099254,0.0,-10.0,0.05
