cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,x^3,px^2,x^2sin,p^2x,pxsin,xsin^2,p^3,p^2sin,psin^2,sin^3,x^4,px^3,x^3sin,p^2x^2,px^2sin,x^2sin^2,p^3x,p^2xsin,pxsin^2,xsin^3,p^4,p^3sin,p^2sin^2,psin^3,sin^4,x^5,px^4,x^4sin,p^2x^3,px^3sin,x^3sin^2,p^3x^2,p^2x^2sin,px^2sin^2,x^2sin^3,p^4x,p^3xsin,p^2xsin^2,pxsin^3,xsin^4,p^5,p^4sin,p^3sin^2,p^2sin^3,psin^4,sin^5
-0.0034286017244557518,0.0,0.0,-0.0019054139235368727,0.0,0.0,0.0,0.0,0.9717701096254797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007612588509711965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002011392115206002,0.0,0.0,0.0,0.005280979945399209,0.004800705318074409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0031550610634914922,0.0,0.0,0.0,0.0,0.0,-0.0006516417241232435,-0.0006450417275590748,0.0
