cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,x^3,px^2,x^2sin,p^2x,pxsin,xsin^2,p^3,p^2sin,psin^2,sin^3,x^4,px^3,x^3sin,p^2x^2,px^2sin,x^2sin^2,p^3x,p^2xsin,pxsin^2,xsin^3,p^4,p^3sin,p^2sin^2,psin^3,sin^4,x^5,px^4,x^4sin,p^2x^3,px^3sin,x^3sin^2,p^3x^2,p^2x^2sin,px^2sin^2,x^2sin^3,p^4x,p^3xsin,p^2xsin^2,pxsin^3,xsin^4,p^5,p^4sin,p^3sin^2,p^2sin^3,psin^4,sin^5
0.011653114544798246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015063739488644875,0.0,0.046571933429728395,0.009277079474925388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00511050503859269,-0.012285168416749903,0.04593973624996731,-0.005408122381064595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020828839138838855,-0.012478210698774026,0.0058526162518352815,-0.008469165906395277
