Beat number,IBI (s)
0,0.5049899816513062
1,0.5671300292015076
2,0.5176200270652771
3,0.5702700018882751
4,0.5277100205421448
5,0.5740000009536743
6,0.5243899822235107
7,0.5257300138473511
8,0.5547400116920471
9,0.5485699772834778
10,0.5451700091362
11,0.5269299745559692
12,0.5504699945449829
13,0.5484099984169006
14,0.5399500131607056
15,0.5156099796295166
16,0.5768499970436096
17,0.5426499843597412
18,0.5511500239372253
19,0.5524200201034546
20,0.5787100195884705
21,0.5061900019645691
22,0.5915600061416626
23,0.5257499814033508
24,0.5688899755477905
25,0.5418400168418884
26,0.5651900172233582
27,0.5092399716377258
28,0.6011800169944763
29,0.4932900071144104
30,0.585640013217926
31,0.52360999584198
32,0.5620399713516235
33,0.5242599844932556
34,0.5456600189208984
35,0.5623700022697449
36,0.5398200154304504
37,0.5290600061416626
38,0.5591099858283997
39,0.5383999943733215
40,0.565339982509613
41,0.5313199758529663
42,0.527649998664856
43,0.5806699991226196
44,0.5287600159645081
45,0.5530800223350525
46,0.5261200070381165
47,0.5938799977302551
48,0.5372200012207031
49,0.5737900137901306
50,0.5410400032997131
51,0.5790299773216248
52,0.5488600134849548
53,0.5309299826622009
54,0.5584700107574463
55,0.5348100066184998
56,0.563260018825531
57,0.5356699824333191
58,0.5755199790000916
59,0.5324900150299072
60,0.5423099994659424
61,0.565530002117157
62,0.5443300008773804
63,0.5733699798583984
64,0.5298900008201599
65,0.5673099756240845
66,0.5242999792098999
67,0.5859000086784363
68,0.5169900059700012
69,0.5765100121498108
70,0.5270799994468689
71,0.5647299885749817
72,0.5261600017547607
73,0.573930025100708
74,0.5037199854850769
75,0.5866299867630005
76,0.5111600160598755
77,0.6058099865913391
78,0.5183699727058411
79,0.6149899959564209
80,0.5248799920082092
81,0.5885400176048279
82,0.5342900156974792
83,0.5929800271987915
84,0.5295900106430054
85,0.5903599858283997
86,0.5293300151824951
87,0.6078299880027771
88,0.5286099910736084
89,0.6296300292015076
90,0.497869998216629
91,0.6770300269126892
92,0.4941500127315521
93,0.8138099908828735
94,0.4441399872303009
95,0.7818199992179871
96,0.4507000148296356
97,0.6731200218200684
98,0.4968099892139435
99,0.7548800110816956
100,0.4569000005722046
101,0.8857100009918213
102,0.4284999966621399
103,0.8022800087928772
104,0.4532999992370605
105,0.7348999977111816
106,0.4621799886226654
107,0.8982399702072144
108,0.4330700039863586
109,0.9391199946403505
110,0.421750009059906
111,1.0424000024795532
112,0.4226000010967254
113,0.7568699717521667
114,0.4486399888992309
115,0.7328400015830994
116,0.461899995803833
117,0.7817999720573425
118,0.4531799852848053
119,0.8141999840736389
120,0.4359200000762939
121,0.7101600170135498
122,0.4696100056171417
123,0.7502599954605103
124,0.4526000022888183
125,0.916920006275177
126,0.4222199916839599
127,0.6660100221633911
128,0.4775499999523163
129,0.7222300171852112
130,0.4661099910736084
131,0.7039300203323364
132,0.4847100079059601
133,0.748520016670227
134,0.4670999944210052
135,0.8256300091743469
136,0.4437299966812134
137,0.7748100161552429
138,0.4501999914646148
139,0.7412899732589722
140,0.4573599994182586
141,0.7891499996185303
142,0.4458799958229065
143,0.7275599837303162
144,0.4622400104999542
145,0.7887399792671204
146,0.4441699981689453
147,0.8790599703788757
148,0.444810003042221
149,0.6803299784660339
