Beat number,IBI (s)
0,1.485100030899048
1,1.4962999820709229
2,1.50600004196167
3,1.475000023841858
4,1.514899969100952
5,1.4997999668121338
6,1.5083999633789062
7,1.493399977684021
8,1.4947999715805054
9,1.4910999536514282
10,1.506999969482422
11,1.5388000011444092
12,1.5092999935150146
13,1.4830000400543213
14,1.502400040626526
15,1.473399996757507
16,1.4825999736785889
17,1.4702999591827393
18,1.437800049781799
19,1.4823999404907229
20,1.46150004863739
21,1.4859000444412231
22,1.4803999662399292
23,1.496000051498413
24,1.4602999687194824
25,1.471400022506714
26,1.4853999614715576
27,1.4342999458312988
28,1.437399983406067
29,1.4846999645233154
30,1.4144999980926514
31,1.4290000200271606
32,1.4306999444961548
33,1.4223999977111816
34,1.424299955368042
35,1.4342999458312988
36,1.419800043106079
37,1.4246000051498413
38,1.39110004901886
39,1.416100025177002
40,1.417199969291687
41,1.3889000415802002
42,1.4156999588012695
43,1.416700005531311
44,1.3869999647140503
45,1.3860000371932983
46,1.3349000215530396
47,1.3492000102996826
48,1.3907999992370603
49,1.3652000427246094
50,1.3738000392913818
51,1.363700032234192
52,1.3769999742507937
53,1.3794000148773191
54,1.3669999837875366
55,1.3797999620437622
56,1.372099995613098
57,1.375300049781799
58,1.3730000257492063
59,1.3802000284194946
60,1.3712999820709229
61,1.3948999643325806
62,1.3873000144958496
63,1.3803000450134275
64,1.3693000078201294
65,1.378999948501587
66,1.423200011253357
67,1.4115999937057495
68,1.3946000337600708
69,1.4191999435424805
70,1.4301999807357788
71,1.4184999465942385
72,1.3939000368118286
73,1.4133000373840332
74,1.4325000047683716
75,1.422700047492981
76,1.4011000394821167
77,1.4061000347137451
78,1.4038000106811523
79,1.4048999547958374
80,1.3789000511169434
81,1.3955999612808228
82,1.3697999715805054
83,1.3553999662399292
84,1.3632999658584597
85,1.3645000457763672
86,1.3971999883651731
87,1.3716000318527222
88,1.412500023841858
89,1.38510000705719
90,1.3787000179290771
91,1.374699950218201
92,1.3787000179290771
93,1.3593000173568726
94,1.3877999782562256
95,1.4093999862670898
96,1.398300051689148
97,1.424100041389465
98,1.4097000360488892
99,1.3984999656677246
100,1.3996000289916992
101,1.383800029754639
102,1.4062000513076782
103,1.3724000453948977
104,1.4048000574111938
105,1.4085999727249146
106,1.3524999618530271
107,1.3847999572753906
108,1.3700000047683716
109,1.3834999799728394
110,1.3912999629974363
111,1.3710999488830566
112,1.3650000095367432
113,1.3982000350952148
114,1.413599967956543
115,1.402500033378601
116,1.40910005569458
117,1.3797999620437622
118,1.375
119,1.3658000230789185
120,1.382099986076355
121,1.3792999982833862
122,1.3802000284194946
123,1.3518999814987185
124,1.3624999523162842
125,1.3566999435424805
126,1.3609999418258667
127,1.3688000440597534
128,1.3657000064849854
129,1.3791999816894531
130,1.395300030708313
131,1.3624999523162842
132,1.3942999839782717
133,1.3482999801635742
134,1.3488999605178833
135,1.3108999729156494
136,1.3310999870300293
137,1.3727999925613403
138,1.3495999574661257
139,1.3423999547958374
140,1.370100021362305
141,1.398800015449524
142,1.3519999980926514
143,1.375100016593933
144,1.371000051498413
145,1.3619999885559082
146,1.3538000583648682
147,1.375
148,1.3359999656677246
149,1.3342000246047974
150,1.3418999910354614
151,1.3046000003814695
152,1.368299961090088
153,1.3488999605178833
154,1.3395999670028689
155,1.3217999935150146
156,1.3490999937057495
157,1.340399980545044
158,1.3289999961853027
159,1.3531999588012695
160,1.3274999856948853
161,1.3632999658584597
162,1.3243000507354736
163,1.3221999406814575
164,1.333199977874756
165,1.3539999723434448
166,1.3378000259399414
167,1.3529000282287598
168,1.381600022315979
169,1.3638999462127686
170,1.3624000549316406
171,1.346400022506714
172,1.367300033569336
173,1.3360999822616575
174,1.368899941444397
175,1.3600000143051147
176,1.427299976348877
177,1.3472000360488892
178,1.3767000436782837
179,1.3437999486923218
180,1.3531999588012695
181,1.366199970245361
182,1.3634999990463257
183,1.3650000095367432
184,1.325899958610535
185,1.3569999933242798
186,1.3529000282287598
187,1.3799999952316284
188,1.3575999736785889
189,1.358199954032898
190,1.35889995098114
191,1.3291000127792358
192,1.3490999937057495
193,1.3224999904632568
194,1.3243000507354736
195,1.3250999450683594
196,1.2972999811172483
197,1.3028000593185425
198,1.3014999628067017
199,1.3538999557495115
200,1.3342000246047974
201,1.396299958229065
202,1.3421000242233276
203,1.336300015449524
204,1.3456000089645386
205,1.364300012588501
206,1.344499945640564
207,1.3472000360488892
208,1.326300024986267
209,1.3199000358581543
210,1.312399983406067
211,1.3487000465393066
212,1.3468999862670898
