Beat number,IBI (s)
0,1.1684999465942385
1,1.1783000230789185
2,1.1835999488830566
3,1.1928999423980713
4,1.1549999713897705
5,1.1679999828338623
6,1.1881999969482422
7,1.190400004386902
8,1.1611000299453735
9,1.1735999584197998
10,1.1639000177383425
11,1.1575000286102295
12,1.151900053024292
13,1.1619999408721924
14,1.1723999977111816
15,1.1711000204086304
16,1.1706000566482544
17,1.173200011253357
18,1.1552000045776367
19,1.1607999801635742
20,1.152500033378601
21,1.1512000560760498
22,1.1447999477386477
23,1.158900022506714
24,1.15910005569458
25,1.149500012397766
26,1.1481000185012815
27,1.1339000463485718
28,1.1366000175476074
29,1.148300051689148
30,1.148300051689148
31,1.1296000480651855
32,1.1505000591278076
33,1.1442999839782717
34,1.1756000518798828
35,1.138399958610535
36,1.141700029373169
37,1.164199948310852
38,1.153499960899353
39,1.1309000253677368
40,1.166100025177002
41,1.1446000337600708
42,1.1542999744415283
43,1.1532000303268433
44,1.1617000102996826
45,1.128600001335144
46,1.120100021362305
47,1.1461999416351318
48,1.1347999572753906
49,1.1328999996185305
50,1.1272000074386597
51,1.1038999557495115
52,1.1370999813079834
53,1.1549999713897705
54,1.146299958229065
55,1.1440999507904053
56,1.1276999711990356
57,1.121000051498413
58,1.1574000120162964
59,1.153499960899353
60,1.178500056266785
61,1.1347999572753906
62,1.1509000062942505
63,1.155500054359436
64,1.142199993133545
65,1.1437000036239624
66,1.143100023269653
67,1.1385999917984009
68,1.1434999704360962
69,1.139899969100952
70,1.1567000150680542
71,1.1532000303268433
72,1.1502000093460083
73,1.1059999465942385
74,1.1349999904632568
75,1.1083999872207642
76,1.125
77,1.1198999881744385
78,1.113700032234192
79,1.1131000518798828
80,1.1187000274658203
81,1.0851000547409058
82,1.129699945449829
83,1.1103999614715576
84,1.125
85,1.1394000053405762
86,1.1174999475479126
87,1.121500015258789
88,1.0950000286102295
89,1.1053999662399292
90,1.0821000337600708
91,1.077299952507019
92,1.086899995803833
93,1.080600023269653
94,1.0952999591827393
95,1.0627000331878662
96,1.0637999773025513
97,1.0363999605178833
98,1.082200050354004
99,1.0197999477386477
100,1.1130000352859497
101,1.0241999626159668
102,1.066100001335144
103,1.0585999488830566
104,1.1119999885559082
105,1.0614999532699585
106,1.1258000135421753
107,1.106600046157837
108,1.1019999980926514
109,1.1003999710083008
110,1.1052000522613523
111,1.0865999460220337
112,1.0635000467300415
113,1.1088000535964966
114,1.0140999555587769
115,1.0779999494552612
116,1.093400001525879
117,1.0664000511169434
118,1.100499987602234
119,1.0292999744415283
120,1.0631999969482422
121,1.066499948501587
122,1.0693000555038452
123,1.0938999652862549
124,1.0780999660491943
125,1.0377999544143677
126,1.0942000150680542
127,1.0779000520706177
128,1.1054999828338623
129,1.082800030708313
130,1.0228999853134155
131,1.0992000102996826
132,1.041700005531311
133,1.0291999578475952
134,1.0607999563217163
135,1.0760999917984009
136,1.0872000455856323
137,0.9915400147438048
138,1.0722999572753906
139,1.058500051498413
140,1.0625
141,1.0597000122070312
142,1.0019999742507937
143,1.0348000526428225
144,1.0204999446868896
145,1.0236999988555908
146,0.9957799911499025
147,1.0399999618530271
148,1.0234999656677246
149,1.0083999633789062
150,1.0260000228881836
151,1.0098999738693235
152,1.035099983215332
153,0.9571499824523926
154,1.0866999626159668
155,0.9586899876594543
156,1.0681999921798706
157,0.9685500264167786
158,1.0336999893188477
159,1.0335999727249146
160,0.9452300071716307
161,1.121399998664856
162,0.98225998878479
163,0.995169997215271
164,1.0764000415802002
165,0.9752299785614014
166,1.038699984550476
167,0.9736400246620178
168,1.0585999488830566
169,1.038599967956543
170,0.9939500093460084
171,0.9859799742698668
172,1.0322999954223633
173,1.0403000116348269
174,0.9942100048065186
175,1.069499969482422
176,0.9706900119781494
177,1.0829999446868896
178,1.0472999811172483
179,1.0439000129699707
180,0.9866300225257874
181,1.069700002670288
182,0.9388099908828736
183,1.023900032043457
184,0.961359977722168
185,1.0113999843597412
186,0.9578800201416016
187,1.055500030517578
188,0.9892699718475342
189,0.993910014629364
190,0.9212599992752076
191,1.1104999780654907
192,0.877780020236969
193,1.0994000434875488
194,0.8886299729347229
195,1.1261999607086182
196,0.8178200125694275
197,1.1416000127792358
198,0.7767400145530701
199,1.194499969482422
200,0.7293699979782104
201,0.5475199818611145
202,1.2589000463485718
203,0.5496100187301636
204,1.2676000595092771
205,0.548229992389679
206,1.2621999979019165
207,0.5494400262832642
208,1.2711999416351318
209,0.5388799905776978
210,1.2836999893188477
211,0.5335400104522705
212,1.2752000093460083
213,0.5200300216674805
214,1.2626999616622925
215,0.5248900055885315
216,1.2624000310897827
217,0.5437999963760376
218,1.2762999534606934
219,0.5441799759864807
