Beat number,IBI (s)
0,1.2842999696731567
1,1.2611000537872314
2,1.3221999406814575
3,1.291599988937378
4,1.2979999780654907
5,1.3009999990463257
6,1.3098000288009644
7,1.346400022506714
8,1.3279000520706177
9,1.327399969100952
10,1.2963000535964966
11,1.3229000568389893
12,1.312399983406067
13,1.3072999715805054
14,1.3098000288009644
15,1.3203999996185305
16,1.2821999788284302
17,1.3050999641418457
18,1.278499960899353
19,1.277899980545044
20,1.281499981880188
21,1.3039000034332275
22,1.2914999723434448
23,1.2901999950408936
24,1.258999943733215
25,1.291700005531311
26,1.3005000352859497
27,1.2899999618530271
28,1.2812000513076782
29,1.2683000564575195
30,1.2861000299453735
31,1.2353999614715576
32,1.245300054550171
33,1.2811000347137451
34,1.2792999744415283
35,1.225499987602234
36,1.2302000522613523
37,1.2403000593185425
38,1.2421000003814695
39,1.239199995994568
40,1.2346999645233154
41,1.229200005531311
42,1.246399998664856
43,1.2553999423980713
44,1.2598999738693235
45,1.257699966430664
46,1.2324999570846558
47,1.208400011062622
48,1.2035000324249268
49,1.2275999784469604
50,1.214400053024292
51,1.1928999423980713
52,1.1885000467300415
53,1.225200057029724
54,1.1897000074386597
55,1.2206000089645386
56,1.226199984550476
57,1.2093000411987305
58,1.2059999704360962
59,1.212399959564209
60,1.23389995098114
61,1.202399969100952
62,1.219099998474121
63,1.2170000076293943
64,1.2069000005722046
65,1.2080999612808228
66,1.1878999471664429
67,1.20360004901886
68,1.180799961090088
69,1.2139999866485596
70,1.1710000038146973
71,1.184999942779541
72,1.216599941253662
73,1.1811000108718872
74,1.1557999849319458
75,1.1865999698638916
76,1.1927000284194946
77,1.1611000299453735
78,1.148300051689148
79,1.1759999990463257
80,1.163699984550476
81,1.1389000415802002
82,1.1526999473571775
83,1.1434999704360962
84,1.1512999534606934
85,1.1473000049591064
86,1.134600043296814
87,1.1291999816894531
88,1.1461999416351318
89,1.156999945640564
90,1.145900011062622
91,1.139299988746643
92,1.1370999813079834
93,1.1432000398635864
94,1.1548999547958374
95,1.1591999530792236
96,1.1402000188827517
97,1.1369999647140503
98,1.1478999853134155
99,1.152500033378601
100,1.2134000062942505
101,1.1683000326156616
102,1.187399983406067
103,1.1857000589370728
104,1.2109999656677246
105,1.1691999435424805
106,1.1714999675750732
107,1.194700002670288
108,1.2028000354766846
109,1.1664999723434448
110,1.1920000314712524
111,1.1679999828338623
112,1.1579999923706057
113,1.1723999977111816
114,1.1576000452041626
115,1.111799955368042
116,1.1729999780654907
117,1.1704000234603882
118,1.090499997138977
119,1.1198999881744385
120,1.166100025177002
121,1.1555999517440796
122,1.1131000518798828
123,1.0951999425888062
124,1.100000023841858
125,1.107300043106079
126,1.0351999998092651
127,1.1239999532699585
128,1.0638999938964844
129,1.1121000051498413
130,1.1241999864578247
131,1.0825999975204468
132,1.1128000020980835
133,1.1109999418258667
134,1.0511000156402588
135,1.066100001335144
136,1.0997999906539917
137,1.1146999597549438
138,1.0749000310897827
139,1.068600058555603
140,1.076799988746643
141,1.0180000066757202
142,1.086300015449524
143,1.0751999616622925
144,1.0752999782562256
145,1.020799994468689
146,1.1337000131607056
147,1.0612000226974487
148,1.072100043296814
149,1.1272000074386597
150,1.0988999605178833
151,1.0506999492645264
152,1.0721999406814575
153,1.1243000030517578
154,1.0571999549865725
155,1.0821000337600708
156,1.0647000074386597
157,1.0273000001907349
158,1.082800030708313
159,1.079300045967102
160,1.0885000228881836
161,1.1191999912261963
162,1.070199966430664
163,1.093500018119812
164,1.093400001525879
165,1.0852999687194824
166,1.107699990272522
167,1.1190999746322632
168,1.132699966430664
169,1.1008000373840332
170,1.1256999969482422
171,1.121500015258789
172,1.1002999544143677
173,1.1181999444961548
174,1.0681999921798706
175,1.1267000436782837
176,1.1345000267028809
177,1.073300004005432
178,1.125599980354309
179,1.0800000429153442
180,1.083199977874756
181,1.108299970626831
182,1.1171000003814695
183,1.1160999536514282
184,1.1523000001907349
185,1.0299999713897705
186,1.1282999515533447
187,1.1346999406814575
188,1.132200002670288
189,1.0680999755859375
190,1.1475000381469729
191,1.090399980545044
192,1.125
193,1.1025999784469604
194,1.1539000272750854
195,1.0271999835968018
196,1.1109000444412231
197,1.0119999647140503
198,1.1296000480651855
199,0.985010027885437
200,1.0709999799728394
201,1.0657000541687012
202,1.0822999477386477
203,1.0937999486923218
204,1.0887000560760498
205,1.0195000171661377
206,1.1191999912261963
207,1.08270001411438
208,1.0663000345230105
209,1.023900032043457
210,1.0729999542236328
211,1.0293999910354614
212,1.0196000337600708
213,1.0277999639511108
214,1.0281000137329102
215,0.9620599746704102
216,1.0454000234603882
217,0.9453499913215636
218,0.9872599840164183
219,1.0419000387191772
220,0.940060019493103
221,1.091099977493286
222,0.8817399740219116
223,1.13100004196167
224,1.0092999935150146
225,1.1224000453948977
226,1.0808000564575195
227,1.0472999811172483
228,1.1151000261306765
229,1.1335999965667725
230,0.9950299859046936
231,1.148300051689148
232,1.10099995136261
233,1.028599977493286
234,1.0808000564575195
235,1.0720000267028809
236,1.0944000482559204
237,1.0580999851226809
238,1.1081000566482544
239,1.1368999481201172
240,0.9842900037765504
241,1.06850004196167
242,0.9984300136566162
243,0.9744200110435486
244,1.0839999914169312
245,0.899590015411377
246,1.067399978637695
247,0.7993999719619751
248,1.1354999542236328
249,0.7024499773979187
250,1.187000036239624
251,0.5746399760246277
252,1.26610004901886
253,0.4981400072574615
254,1.274899959564209
255,0.4990099966526031
256,1.2680000066757202
257,0.4747200012207031
258,1.284000039100647
259,0.4638200104236603
260,1.3184000253677368
261,0.4596999883651733
262,1.305999994277954
263,0.4641300141811371
264,1.3319000005722046
265,0.4405199885368347
266,1.3792999982833862
267,0.4465900063514709
268,1.3253999948501587
269,0.4394899904727936
