cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,x^3,px^2,x^2sin,p^2x,pxsin,xsin^2,p^3,p^2sin,psin^2,sin^3,x^4,px^3,x^3sin,p^2x^2,px^2sin,x^2sin^2,p^3x,p^2xsin,pxsin^2,xsin^3,p^4,p^3sin,p^2sin^2,psin^3,sin^4,x^5,px^4,x^4sin,p^2x^3,px^3sin,x^3sin^2,p^3x^2,p^2x^2sin,px^2sin^2,x^2sin^3,p^4x,p^3xsin,p^2xsin^2,pxsin^3,xsin^4,p^5,p^4sin,p^3sin^2,p^2sin^3,psin^4,sin^5
0.0,0.001995860718103054,0.0,0.0,0.0,0.0,0.0,0.0007726138106893956,1.0017796031897002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011465866821376897,-0.0026990723326696425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006295827577108929,0.0,0.0,0.0,0.0,-0.03701660384783158,0.024814158910550946,-0.0009357182662628228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007608219591878138,0.0,0.0,0.0,0.0,0.0,0.0,-0.05978612407592972,0.004829826465149572,0.0,0.0
