cte,x,a,b,x^2,ax,bx,a^2,ab,b^2
0.02349920594600844,0.439080794377953,0.1073497305875833,0.033567196169620325,4.086985864816056,1.2063581625950974,1.4280583380931637,0.3686583350002302,0.2754508380934647,-0.07438418519950865
