cte,x,a,b,x^2,ax,bx,a^2,ab,b^2
0.04031419497500727,0.5116799373625996,0.16582088820725194,-0.013654017723632962,4.336731744513595,1.6940480454258093,1.057798382100831,0.676812591682799,-0.04040708280284441,-0.042286232216660356
