cte,x,a,b,x^2,ax,bx,a^2,ab,b^2
0.040747039996860995,0.5207437461370129,0.16887090055724466,-0.014858179685376413,4.451860800200286,1.7319307225201384,1.0674980769928537,0.6945975065543075,-0.04149400532274879,-0.05318616899177578
