cte,x,a,b,x^2,ax,bx,a^2,ab,b^2
0.03428319137187849,0.5114582596477504,0.15342447248373783,0.0,4.721723448664785,1.70479347649571,1.1792199509182892,0.662058481838933,0.039902819129464244,-0.10487417503030681
