cte,x,a,b,x^2,ax,bx,a^2,ab,b^2
0.027723743729945,0.45590190099155464,0.12133173253868869,0.02260158726651439,4.215014210037092,1.4258193113447637,1.2770844118045244,0.497225246445104,0.15591011304350477,-0.06950748626470772
