cte,x,a,b,x^2,ax,bx,a^2,ab,b^2
0.020138894927105834,0.3966369674770598,0.10256845430361924,0.03044187344698133,3.5756444557976095,1.015745192207704,1.3143216787230525,0.25796011477619335,0.34326696056750705,-0.08851004217394108
