cte,x,a,b,x^2,ax,bx,a^2,ab,b^2
0.03315148834027363,0.4852892081770143,0.14225376984647167,0.0,4.342162188448109,1.5878229609431729,1.1729429319557494,0.5977766119703363,0.06040036783533653,-0.06189089676268744
