cte,x,a,b,x^2,ax,bx,a^2,ab,b^2
0.02781176355745878,0.4670214268057277,0.12366506685468848,0.023038256423912728,4.3591323354434754,1.4559447195503283,1.3187577330608116,0.5055869773047784,0.1691984302472487,-0.08036298116038776
