cte,x,a,b,x^2,ax,bx,a^2,ab,b^2
0.025335908673033505,0.4136757174605746,0.11045858322399194,0.02404770471814457,3.7681848637682127,1.309491543981318,1.1383440910156821,0.44078420332020085,0.16725890068953014,-0.07040787387559536
