cte,x,a,b,x^2,ax,bx,a^2,ab,b^2
0.031441056224722215,0.5018434785857515,0.14353307813568278,0.0,4.737037775041841,1.646276990253969,1.2542566568324849,0.6168931810699764,0.0978963919036159,-0.11260505602555394
