cte,x,a,b,x^2,ax,bx,a^2,ab,b^2
0.02370480209497759,0.45639934228913653,0.11107379755811157,0.03409513715224454,4.266514252563868,1.2345215295228602,1.498572420443827,0.3746354770912761,0.293329819229069,-0.08170892350717122
