cte,x,a,b,x^2,ax,bx,a^2,ab,b^2
0.03839665278593105,0.5258453842088677,0.16747505655621311,-0.01472078749354729,4.708338216443925,1.7691740136277665,1.098698476825271,0.7131365106988279,-0.024415334627823738,-0.09272175724187068
