cte,x,a,b,x^2,ax,bx,a^2,ab,b^2
0.02633558383040585,0.4528687708052446,0.11716652837724913,0.026585772518492114,4.223927757196849,1.3813337374142045,1.3272911009494488,0.46738289857404025,0.19064369798655562,-0.07403023409653425
