cte,x,a,b,x^2,ax,bx,a^2,ab,b^2
0.034819814569455425,0.482017792485196,0.1470074202815882,0.0,4.192966874373603,1.5845887726812553,1.0997877858955698,0.6104138322754924,0.017649071409836445,-0.04556243523316559
