cte,x,a,b,x^2,ax,bx,a^2,ab,b^2
0.035687725808777805,0.5128121265569935,0.15635578403896666,0.0,4.638818698121524,1.7100774588308572,1.1521351037969263,0.6679805158860866,0.021362199589088346,-0.09020618296797463
