cte,x,a,b,x^2,ax,bx,a^2,ab,b^2
0.028207538733045094,0.4826340664779841,0.12781244535763855,0.021864005011653503,4.58618156972413,1.5057082117281317,1.3651647821865305,0.5237249957813691,0.18304319346762665,-0.10266835989546798
