cte,x,a,b,x^2,ax,bx,a^2,ab,b^2
0.01767659799933283,0.46165376213077863,0.11499521295067501,0.027502423894290105,3.7815786389688575,0.813778594788296,1.622977755305867,0.17011545691081462,0.4178412426187141,-0.05718476762881328
