cte,x,a,b,x^2,ax,bx,a^2,ab,b^2
0.030709274287606652,0.49566186272097773,0.13930014487772663,0.011275209555696738,4.6585157533625345,1.61109465782094,1.2721706596659512,0.5936531508658884,0.11370924985739811,-0.10481230879072806
