cte,x,a,b,x^2,ax,bx,a^2,ab,b^2
0.03043253996969131,0.48291565044797,0.1342096149110492,0.015090532221958072,4.466648174000632,1.5550252064967338,1.26279328800624,0.5646905531307478,0.11893609296387381,-0.08352559995370988
