cte,x,a,b,x^2,ax,bx,a^2,ab,b^2
0.01856938886746539,0.4361576630924178,0.10973241040023429,0.028747860259042843,3.7128441809405857,0.876902423810995,1.5242482699344158,0.19758118870598443,0.39501928875726094,-0.06802317189038991
