cte,x,a,b,x^2,ax,bx,a^2,ab,b^2
0.029135524719604313,0.46133784755719476,0.12728000219015845,0.017229464095251786,4.206924509923321,1.4741907410498074,1.2229545099459118,0.5306145189046819,0.11619310534753809,-0.0634825385746033
