cte,x,a,b,x^2,ax,bx,a^2,ab,b^2
0.025539392015472506,0.4517557557940807,0.11435225769079767,0.029518066100831106,4.233589189135308,1.3403072194155883,1.3741132271560015,0.4405706390902965,0.22114741235088292,-0.07732923227572445
