cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,initial_theta,delta_theta
0.7022270504207729,2.0690446658064414,0.2384541246073042,-1.9659752952500054,-0.4362460179616593,0.0,-1.4770400496946379,0.0,0.0,0.0,-1.0,0.005
