cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,initial_theta,delta_theta
2.500500541197886,3.749249315654929,0.10010010259669425,0.0,-0.15015015278782398,0.0,-1.0000000187728169,0.0,0.0,0.0,-5.0,0.01
