,1e-05,5e-05,0.0001,0.0005,0.001,0.005,0.01,0.05,0.1,0.5,1,5
-20,-417.51164362364875,-529.1112593391387,-110.22928277462944,8.995308555847743,233.23449271705312,-1125.0867740637063,-1482.3969800463,346.00582614147424,100000.0,100000.0,-1560.9027725732421,-311.9049001190374
-15,100000.0,-32.453535501845124,-254.7160525536288,-49.82822019848058,-34.14496089765933,-1348.309242132345,-1176.9589050611676,100000.0,100000.0,100000.0,-1541.0602420768778,-407.9579560678202
-10,77.63138618098851,363.59940189896827,-417.85667863353865,-1560.4732500478372,-1559.9452511561049,-1566.0514285982008,-828.277862326516,100000.0,100000.0,-1563.0854646461335,-1502.108977385178,-499.7511134628385
-5,381.06532981287626,-1556.2755204634623,-1555.0223981252016,-412.43091747815635,-979.8379056716813,-1384.4477536118725,-12.407923904251973,100000.0,100000.0,-1521.4334596889742,-1472.8645007407276,-594.0283556702036
-1,-1548.5802498712019,146.93230779556188,-185.93204634909222,-1042.6346275910719,-1544.8774035056604,-595.3168007099166,100000.0,100000.0,100000.0,-1364.764277481505,-1446.8865510046978,-672.9554925167156
0,-1555.0067521247383,-539.8909673302776,-539.8233972114286,-1086.532276320785,-1560.1212754769358,-604.5291549021106,100000.0,100000.0,100000.0,-1398.796431789056,-1442.6603532543422,-693.2898489133335
1,-1550.8754514779625,141.4382422367052,-199.13374728904296,-1017.983726484171,-1522.8351074236284,-815.6484865970281,291.18469392478914,100000.0,-65.89790657923066,-1441.120947802723,-1441.0699493602783,-713.8927648802577
5,410.76739227003736,-1553.5201255214677,-1556.3614336429177,-383.0128095462263,-989.1269091912782,-1477.6160570147647,-522.4100670370609,163.02512000601104,60.60716730155874,-1434.7428415955956,-1470.5836307806749,-799.3066688027782
10,73.79127608694981,367.20768486807776,-419.43481052960385,-1560.8090476737343,-1561.0819723580753,-1546.3596877892053,-923.2073187690216,212.57730669920127,-1062.579260638812,-1204.2658206400115,-1499.6997785998972,-914.2712785755315
15,100000.0,-34.78474547808878,-255.08138539562208,-42.24206928640322,-3.7742337506935684,-1302.654231767674,-1273.55997807911,176.43904328085898,-188.6062694197309,-87.40318626046508,-1153.0544650927586,-1040.9808948404088
20,-417.52758407596616,-530.9202702019761,-110.10504417333959,14.818174181360433,262.21300235116627,-1095.8075339686295,-1543.278025780204,216.72857416686543,86.12636818341286,-578.6847443757175,-1051.0570207143362,-1180.2293974160839
