,cte_f1,cte_f2,x_f1,x_f2,y_f1,y_f2,p_f1,p_f2,x^2_f1,x^2_f2,xy_f1,xy_f2,px_f1,px_f2,y^2_f1,y^2_f2,py_f1,py_f2,p^2_f1,p^2_f2,x^3_f1,x^3_f2,x^2y_f1,x^2y_f2,px^2_f1,px^2_f2,xy^2_f1,xy^2_f2,pxy_f1,pxy_f2,p^2x_f1,p^2x_f2,y^3_f1,y^3_f2,py^2_f1,py^2_f2,p^2y_f1,p^2y_f2,p^3_f1,p^3_f2
0,-5.148843977802213,-0.06863498477780915,4.50934576586301,2.301583932331985,14.533338794112595,13.638135876395687,-0.3729303745453101,0.2884237511076269,-10.897024056836907,-5.476725606479016,15.645082192014158,9.164953287504934,-3.4522705711828516,-2.8104016684894333,18.00797024559684,7.6261631221325406,2.458635817335264,2.504472484822064,1.6753290159324399,-0.6816449543154912,-1.3381493332689947,-0.5725818047645752,3.1460153919965967,0.6921135624452479,10.683083431269921,4.895606081350163,-0.5178929286106561,1.383276853948386,-16.35436614581466,-5.336409416417328,-1.0389406169609712,1.0124969096269638,-7.123844681993889,-3.859548318061559,4.224206681611062,-3.796244696603002,-20.646262249677612,-13.912400523849733,3.8248806377146387,0.18706325072670332
