,cte_f1,cte_f2,x_f1,x_f2,y_f1,y_f2,p_f1,p_f2,x^2_f1,x^2_f2,xy_f1,xy_f2,px_f1,px_f2,y^2_f1,y^2_f2,py_f1,py_f2,p^2_f1,p^2_f2,x^3_f1,x^3_f2,x^2y_f1,x^2y_f2,px^2_f1,px^2_f2,xy^2_f1,xy^2_f2,pxy_f1,pxy_f2,p^2x_f1,p^2x_f2,y^3_f1,y^3_f2,py^2_f1,py^2_f2,p^2y_f1,p^2y_f2,p^3_f1,p^3_f2
0,-0.1385359181856413,-0.092867899206183,-0.2346498615468759,-0.10898955781232322,-6.29789574272904,-4.300278545123796,0.3731835688727745,0.3629774933587397,44.520297290073685,23.961430626992104,-0.6112399547323047,0.1323354507394952,7.255387855489434,4.020858298483083,-2.571368824596237,-1.7758326397193516,30.935379237467252,21.2263332099726,1.6843366596384677,-0.04014003848570103,-0.5901410123762559,-0.2579668211054891,0.18712626412349992,-0.4741658486325258,4.342816096076606,2.3729322447091548,2.7525632128890933,2.2877148784047607,0.34908308994329684,-0.23409661606409443,0.7332362418623384,0.4124627209953815,-10.581628143062446,-5.34081542544283,-2.7877187093117004,-0.5625855351467245,3.0721604357200767,2.1702908914148584,0.1636261013164865,-0.007911151296025576
