,cte_f1,cte_f2,x_f1,x_f2,y_f1,y_f2,p_f1,p_f2,x^2_f1,x^2_f2,xy_f1,xy_f2,px_f1,px_f2,y^2_f1,y^2_f2,py_f1,py_f2,p^2_f1,p^2_f2,x^3_f1,x^3_f2,x^2y_f1,x^2y_f2,px^2_f1,px^2_f2,xy^2_f1,xy^2_f2,pxy_f1,pxy_f2,p^2x_f1,p^2x_f2,y^3_f1,y^3_f2,py^2_f1,py^2_f2,p^2y_f1,p^2y_f2,p^3_f1,p^3_f2
0,-6.159224828179693,-7.876756001137296,2.3816204384970243,7.518749414385095,-0.2848713798785042,6.145546835726548,0.12325495615060957,6.320707172565709,-1.4807665863071848,5.010806396727902,6.102309458547964,-2.6212559551074315,-5.4525434165865825,-5.44817226755278,-2.616987737894857,0.32995232446089406,9.461357329279231,4.986182660027776,1.3786582214433394,-1.9452703649860827,-0.7110647543353158,0.7893311258931572,3.6033454788663724,-1.4188524394352489,-0.3544600340196262,-1.9141541714113939,-8.84469106345294,-0.8280072153300164,0.6888913980987568,3.5555562653153907,1.3922986219740892,0.9917172030659747,-2.6108076260767885,-1.323685185314784,6.607584985282914,0.385630244318215,-3.70695093468694,-2.15228260719311,-0.20837366919084882,0.20776396262325503
