cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,x^3,px^2,x^2sin,p^2x,pxsin,xsin^2,p^3,p^2sin,psin^2,sin^3
0.0,0.001995290072139225,-0.003460830639528233,0.0,0.0,0.0,0.0,0.019784568229480798,0.9996149660321427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.032988432432966945,-0.007551502680373699,0.0,0.0
