cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,x^3,px^2,x^2sin,p^2x,pxsin,xsin^2,p^3,p^2sin,psin^2,sin^3
0.0,0.0019918400705596206,-0.0007737255601066827,0.0,0.0,0.0,0.0,0.0,0.999529716754347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0062092335185131116,0.0,0.0
