cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,initial_theta,delta_theta
0.5999998551325445,7.999999920115272,0.2402402496042683,0.0,-0.5005004969306792,0.0,-0.99999999640661,0.0,0.0,0.0,0.0,0.01
