cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,initial_theta,delta_theta
1.5603603207407748,4.999499470051482,0.3603603658588606,0.0,-0.5005004977115417,0.0,-0.9999999975954722,0.0,0.0,0.0,-1.0,0.005
