cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4
2.700182349619127,8.479867707101908,0.0,-0.713100705593217,-0.6281034675010319,0.0,-1.1656425363184175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
