cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,initial_theta,delta_theta
1.880280280069209,3.7997997999399646,0.2802802803858913,0.0,-0.2002002001904521,0.0,-1.000000000099606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.005
