cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4
2.60608950710135,8.446205017622558,0.0,-0.8992861929150161,-0.6479095768324625,0.0,-1.2050428920701421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
