cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,initial_theta,delta_theta
1.2002001834974276,7.0495495435473705,0.2002002015516173,0.0,-0.4504504502256828,0.0,-1.000000000083996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.01
