cte,x,a,b,x^2,ax,bx,a^2,ab,b^2,x^3,ax^2,bx^2,a^2x,abx,b^2x,a^3,a^2b,ab^2,b^3,x^4,ax^3,bx^3,a^2x^2,abx^2,b^2x^2,a^3x,a^2bx,ab^2x,b^3x,a^4,a^3b,a^2b^2,ab^3,b^4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6293833554256234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.532808215763812,-6.932043289453459,0.6307810399776048,0.0,-7.448785948473195,4.510303085403375,0.0,0.0,-1.9647255812523474,1.4386617267990978,0.0,0.0,0.0,0.0,0.0
