cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4
-0.13951999654011152,0.6276769326630046,0.662797903050265,-0.9092203816319127,0.0,-0.06879190971917881,0.8432574547298,-0.25946487403715235,-0.03962389430504253,0.0,0.5362138794258438,-0.13162706924085452,0.0,0.0,0.0
