cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5,x^6,px^5,p^2x^4,p^3x^3,p^4x^2,p^5x,p^6
310.0871308118075,525.6459508088585,0.0,29.36815642077192,0.0,0.0,-491.70741002164925,0.0,0.0,0.0,-415.4163632443629,0.0,0.0,0.0,0.0,-138.09230181830677,0.0,0.0,0.0,0.0,0.0,-16.908462680128473,0.0,0.0,0.0,0.0,0.0,0.0
