cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5,x^6,px^5,p^2x^4,p^3x^3,p^4x^2,p^5x,p^6
0.0,0.0,0.0,-7.835018984974437,0.0,0.0,-14.930579021131038,0.0,0.0,0.0,-10.47490560387141,0.0,0.0,0.0,0.0,-3.229503972869322,0.0,0.0,0.0,0.0,0.0,-0.37036876161857935,0.0,0.0,0.0,0.0,0.0,0.0
