cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5,x^6,px^5,p^2x^4,p^3x^3,p^4x^2,p^5x,p^6,initial_theta,delta_theta
0.3462313815056688,-0.13736161628900323,0.17944449667219683,-0.08976962913377581,-0.06981618558428977,0.08870647939629309,0.180665343742377,-0.02746479203557504,0.0,0.04357365009371472,-0.08940245312428084,0.0,-0.03580049110216193,0.0,0.0,0.1148176422263101,0.24781452471516102,-0.058970890562514415,-0.035937742870769535,0.039661078169013035,0.0,0.05894248124710386,-0.0989110106355361,0.1845872611676799,-0.28072302201262767,-0.20452001551409105,0.0,0.0,0.0,0.0005
