cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5,x^6,px^5,p^2x^4,p^3x^3,p^4x^2,p^5x,p^6,initial_theta,delta_theta
0.333460542593747,-0.11580932106895044,0.1750178428625862,-0.09823498370661732,-0.07616816144634926,0.0853895637722046,0.21062595518662633,0.0,-0.03738983830796094,0.031272285884210396,-0.17954202434025834,-0.03385390217731116,0.034539655119859895,0.0,0.0,0.09037349208391407,0.1481136029818484,-0.15734126963898473,0.0,0.0676524895703852,0.0,0.08195748395455701,-0.16556759655419626,0.2598721859337093,-0.3588607349210936,-0.2250359884145638,0.0,0.0,0.0,0.0005
