cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5,x^6,px^5,p^2x^4,p^3x^3,p^4x^2,p^5x,p^6
0.0,0.0,0.0,-10.142526491848276,0.0,0.0,-20.35782761585404,0.0,0.0,0.0,-15.086036931761427,0.0,0.0,0.0,0.0,-4.919767591663343,0.0,0.0,0.0,0.0,0.0,-0.5973126181237397,0.0,0.0,0.0,0.0,0.0,0.0
