cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,initial_theta,delta_theta
0.0,0.0,0.0,0.3811565422572508,0.0,0.0,0.0,0.0,0.01970670691059157,0.0,-20.0,0.05
