cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,initial_theta,delta_theta
0.0,-0.1987231695517911,0.0,1996.430611914708,0.0,-0.010036380049170178,0.0,0.0,99.82152144432435,0.0,-20.0,1e-05
